0,磺潭,合歡山,石崩山,彰化,麥寮,林園,鯉魚潭,墾丁,龍泉,雲林,三芝,雙溪,蘭嶼氣象,茂林,恆春,後壁湖,金門,綠島,七美,榮湖,東引,貢寮,阿里山,澎湖,龍門,三港,彭佳嶼,馬祖,澳底,大坪,椰油,台南,花蓮,石門,萬里,高雄,滿州,石門水庫,大鵬,野柳,大光,板橋,台中,屏東市,清華大學,台東,陽明山,竹北,苗栗,南投,嘉義,頭城,貯存場,基隆,台北,新竹,新營,宜蘭,龍潭,金山,小琉球,南化水庫,牡丹水庫
GPS,"25.199,121.647","24.161601,121.286935","25.263563,121.56578","24.063375,120.535972","23.794572,120.216385","22.499512,120.406889","24.336334,120.773303","21.945169,120.801422","21.980592,120.72982","23.698671,120.530204","25.233671,121.515937","25.03516,121.862747","22.0369,121.5585","25.270145,121.590904","22.0039,120.7464","21.944574,120.743415","24.409,118.2893","22.674938,121.494251","23.209926,119.433548","24.488347,118.40886","26.368233,120.492577","25.010583,121.919738","23.508199,120.813278","23.565568,119.563316","25.030353,121.928459","25.053834,121.880935","25.628234,122.081985","26.1693,119.9233","25.047575,121.923811","25.16789,121.638893","22.0493,121.5124","23.037656,120.236724","23.975212,121.613143","25.291137,121.562988","25.1765,121.6885","22.650428,120.34777","22.006177,120.817985","24.811,121.24","25.208221,121.651535","25.206285,121.689033","21.951402,120.740501","24.99773,121.442092","24.145994,120.684219","22.692823,120.488616","24.791,120.991","22.752286,121.154548","25.162351,121.54441","24.828065,121.014274","24.582355,120.842559","23.881248,120.90805","23.496,120.432823","24.94452,121.903213","22.0032,121.5901","25.138729,121.714202","25.079105,121.573898","24.78413,120.993125","23.303363,120.28123","24.763992,121.756317","24.84012,121.240348","25.221122,121.63533","22.335336,120.374524","23.086108,120.536904","22.128439,120.784851"
2020-10-26 16:00,0.039,0.141,0.039,0.084,0.053,0.05,0.057,0.038,0.055,0.056,0.048,0.065,0.018,0.039,0.039,0.031,0.094,0.033,0.04,0.029,0.048,0.04,0.107,0.036,0.036,0.043,0.054,0.053,0.049,0.053,0.034,0.049,0.036,0.033,0.074,0.05,0.045,0.047,0.05,0.046,0.054,0.06,0.063,0.052,0.041,0.041,0.039,0.051,0.039,0.051,0.045,0.042,0.03,0.076,0.063,0.057,0.054,0.044,0.054,0.05,0.057,0.041,0.05
2020-10-26 17:00,0.038,0.14,0.039,0.085,0.052,0.049,0.056,0.037,0.054,0.055,0.047,0.065,0.018,0.038,0.038,0.03,0.094,0.033,0.039,0.029,0.048,0.041,0.106,0.037,0.036,0.042,0.053,0.053,0.049,0.052,0.035,0.05,0.035,0.035,0.074,0.051,0.045,0.046,0.051,0.045,0.059,0.061,0.062,0.051,0.04,0.04,0.038,0.05,0.04,0.051,0.046,0.043,0.029,0.076,0.063,0.057,0.053,0.045,0.054,0.049,0.058,0.041,0.049
2020-10-26 18:00,0.039,0.138,0.038,0.084,0.052,0.049,0.057,0.038,0.054,0.056,0.047,0.064,0.017,0.038,0.038,0.03,0.094,0.033,0.038,0.029,0.048,0.041,0.105,0.037,0.036,0.042,0.054,0.052,0.049,0.052,0.036,0.047,0.034,0.034,0.073,0.051,0.044,0.045,0.049,0.043,0.057,0.062,0.061,0.05,0.04,0.042,0.038,0.05,0.041,0.051,0.044,0.043,0.03,0.075,0.062,0.056,0.052,0.044,0.053,0.049,0.056,0.04,0.049
2020-10-26 19:00,0.038,0.14,0.038,0.086,0.052,0.049,0.056,0.038,0.054,0.055,0.047,0.063,0.018,0.038,0.038,0.03,0.092,0.032,0.038,0.03,0.048,0.04,0.104,0.036,0.036,0.043,0.053,0.051,0.049,0.051,0.035,0.048,0.035,0.034,0.074,0.051,0.044,0.045,0.05,0.045,0.057,0.061,0.062,0.05,0.04,0.041,0.038,0.049,0.041,0.049,0.043,0.043,0.03,0.076,0.063,0.057,0.051,0.046,0.053,0.048,0.057,0.04,0.049
2020-10-26 20:00,0.039,0.139,0.039,0.085,0.05,0.049,0.057,0.038,0.054,0.056,0.047,0.065,0.018,0.038,0.038,0.03,0.093,0.032,0.037,0.03,0.047,0.041,0.104,0.037,0.036,0.043,0.054,0.052,0.049,0.052,0.036,0.049,0.037,0.033,0.074,0.051,0.045,0.046,0.05,0.044,0.056,0.061,0.062,0.051,0.04,0.041,0.037,0.049,0.042,0.048,0.043,0.042,0.031,0.075,0.063,0.057,0.052,0.045,0.054,0.048,0.057,0.039,0.048
2020-10-26 21:00,0.038,0.138,0.039,0.084,0.051,0.049,0.056,0.038,0.056,0.055,0.046,0.064,0.018,0.038,0.039,0.029,0.093,0.031,0.037,0.03,0.046,0.041,0.103,0.037,0.035,0.042,0.054,0.054,0.049,0.051,0.036,0.047,0.037,0.034,0.074,0.051,0.044,0.046,0.05,0.044,0.054,0.061,0.061,0.05,0.039,0.041,0.038,0.05,0.042,0.05,0.044,0.042,0.03,0.075,0.063,0.057,0.051,0.046,0.052,0.049,0.057,0.04,0.049
2020-10-26 22:00,0.039,0.137,0.038,0.084,0.051,0.048,0.057,0.037,0.054,0.055,0.047,0.064,0.018,0.038,0.038,0.03,0.093,0.031,0.037,0.029,0.047,0.041,0.102,0.036,0.036,0.041,0.054,0.052,0.048,0.051,0.035,0.047,0.037,0.033,0.074,0.051,0.045,0.046,0.05,0.045,0.053,0.062,0.06,0.049,0.039,0.04,0.037,0.05,0.042,0.047,0.043,0.043,0.03,0.074,0.062,0.057,0.052,0.045,0.052,0.048,0.057,0.039,0.049
2020-10-26 23:00,0.039,0.136,0.038,0.084,0.051,0.048,0.056,0.038,0.054,0.055,0.047,0.064,0.018,0.038,0.038,0.029,0.093,0.032,0.037,0.03,0.047,0.041,0.103,0.037,0.035,0.042,0.054,0.052,0.048,0.051,0.035,0.048,0.035,0.033,0.073,0.05,0.044,0.046,0.05,0.044,0.056,0.06,0.061,0.05,0.039,0.04,0.037,0.049,0.042,0.049,0.043,0.042,0.03,0.073,0.063,0.057,0.052,0.046,0.053,0.049,0.056,0.04,0.049
2020-10-27 00:00,0.038,0.137,0.039,0.085,0.051,0.048,0.056,0.037,0.057,0.055,0.047,0.063,0.018,0.038,0.039,0.029,0.093,0.033,0.038,0.03,0.047,0.041,0.102,0.036,0.035,0.041,0.054,0.053,0.049,0.051,0.035,0.047,0.036,0.034,0.073,0.052,0.044,0.045,0.05,0.044,0.055,0.06,0.062,0.05,0.039,0.041,0.037,0.05,0.043,0.048,0.043,0.043,0.03,0.074,0.063,0.057,0.051,0.044,0.052,0.049,0.056,0.04,0.048
2020-10-27 01:00,0.037,0.139,0.038,0.085,0.051,0.049,0.056,0.037,0.057,0.055,0.046,0.063,0.017,0.038,0.039,0.029,0.093,0.032,0.037,0.03,0.047,0.04,0.102,0.036,0.036,0.041,0.054,0.053,0.048,0.051,0.036,0.048,0.036,0.034,0.073,0.05,0.044,0.044,0.05,0.044,0.056,0.062,0.061,0.05,0.039,0.042,0.038,0.049,0.041,0.049,0.043,0.042,0.03,0.073,0.064,0.057,0.052,0.046,0.052,0.048,0.056,0.039,0.048
2020-10-27 02:00,0.037,0.138,0.038,0.084,0.05,0.049,0.055,0.038,0.054,0.057,0.046,0.063,0.018,0.038,0.037,0.029,0.092,0.032,0.037,0.03,0.048,0.041,0.102,0.037,0.036,0.042,0.054,0.053,0.049,0.051,0.035,0.048,0.035,0.033,0.073,0.051,0.044,0.044,0.05,0.044,0.055,0.062,0.06,0.05,0.039,0.04,0.038,0.05,0.042,0.049,0.044,0.041,0.03,0.074,0.062,0.057,0.052,0.045,0.052,0.049,0.056,0.039,0.05
2020-10-27 03:00,0.037,0.138,0.039,0.083,0.051,0.048,0.056,0.038,0.054,0.057,0.046,0.063,0.018,0.038,0.038,0.029,0.093,0.032,0.037,0.03,0.047,0.041,0.102,0.036,0.035,0.043,0.054,0.053,0.049,0.051,0.036,0.049,0.035,0.034,0.073,0.051,0.044,0.044,0.05,0.044,0.057,0.061,0.063,0.05,0.04,0.042,0.038,0.049,0.043,0.048,0.044,0.042,0.03,0.074,0.063,0.057,0.052,0.045,0.052,0.047,0.056,0.039,0.049
2020-10-27 04:00,0.037,0.137,0.039,0.084,0.05,0.047,0.058,0.038,0.056,0.056,0.045,0.064,0.018,0.038,0.039,0.028,0.093,0.032,0.037,0.03,0.048,0.04,0.103,0.036,0.035,0.04,0.053,0.053,0.048,0.051,0.035,0.047,0.035,0.033,0.073,0.05,0.044,0.045,0.05,0.044,0.059,0.061,0.061,0.05,0.039,0.04,0.038,0.049,0.044,0.048,0.044,0.041,0.03,0.074,0.063,0.057,0.051,0.045,0.052,0.048,0.057,0.04,0.05
2020-10-27 05:00,0.038,0.137,0.038,0.085,0.05,0.048,0.056,0.039,0.054,0.056,0.046,0.063,0.018,0.038,0.038,0.029,0.092,0.032,0.037,0.031,0.047,0.041,0.102,0.036,0.035,0.042,0.055,0.054,0.048,0.05,0.035,0.048,0.034,0.033,0.073,0.051,0.044,0.045,0.049,0.043,0.056,0.06,0.062,0.051,0.04,0.041,0.037,0.049,0.042,0.048,0.043,0.043,0.03,0.074,0.063,0.057,0.051,0.044,0.053,0.048,0.056,0.04,0.049
2020-10-27 06:00,0.038,0.138,0.039,0.085,0.051,0.05,0.056,0.038,0.052,0.057,0.045,0.064,0.018,0.038,0.038,0.029,0.093,0.033,0.037,0.03,0.047,0.04,0.101,0.037,0.035,0.041,0.054,0.054,0.049,0.051,0.036,0.048,0.035,0.032,0.073,0.05,0.044,0.045,0.05,0.044,0.053,0.062,0.063,0.05,0.04,0.042,0.037,0.049,0.045,0.048,0.043,0.042,0.029,0.073,0.062,0.057,0.051,0.046,0.052,0.048,0.057,0.04,0.049
2020-10-27 07:00,0.037,0.138,0.039,0.084,0.051,0.048,0.057,0.037,0.053,0.057,0.047,0.063,0.017,0.038,0.037,0.029,0.092,0.032,0.037,0.032,0.048,0.041,0.102,0.036,0.036,0.041,0.054,0.052,0.049,0.051,0.036,0.048,0.035,0.034,0.073,0.051,0.044,0.044,0.049,0.044,0.057,0.06,0.062,0.051,0.04,0.04,0.038,0.05,0.042,0.05,0.044,0.043,0.03,0.073,0.063,0.057,0.052,0.045,0.052,0.048,0.058,0.041,0.049
2020-10-27 08:00,0.039,0.137,0.038,0.083,0.052,0.048,0.057,0.037,0.053,0.056,0.047,0.063,0.018,0.038,0.037,0.03,0.094,0.032,0.037,0.031,0.048,0.041,0.103,0.036,0.036,0.042,0.054,0.053,0.048,0.052,0.036,0.047,0.036,0.033,0.073,0.052,0.045,0.045,0.05,0.044,0.056,0.061,0.062,0.05,0.04,0.041,0.038,0.05,0.041,0.051,0.045,0.043,0.029,0.074,0.063,0.057,0.052,0.048,0.052,0.048,0.058,0.04,0.049
2020-10-27 09:00,0.039,0.138,0.038,0.083,0.053,0.05,0.059,0.038,0.055,0.056,0.047,0.064,0.018,0.038,0.038,0.03,0.094,0.032,0.039,0.029,0.048,0.041,0.106,0.037,0.037,0.043,0.053,0.054,0.05,0.052,0.035,0.049,0.035,0.034,0.074,0.051,0.044,0.045,0.049,0.044,0.056,0.061,0.061,0.051,0.04,0.041,0.037,0.051,0.04,0.052,0.045,0.042,0.03,0.074,0.063,0.057,0.052,0.046,0.053,0.048,0.057,0.04,0.048
2020-10-27 10:00,0.039,0.139,0.039,0.082,0.054,0.051,0.06,0.037,0.052,0.056,0.046,0.064,0.018,0.038,0.04,0.029,0.094,0.032,0.039,0.03,0.048,0.041,0.108,0.037,0.037,0.043,0.054,0.053,0.05,0.051,0.035,0.049,0.035,0.034,0.073,0.051,0.045,0.046,0.05,0.044,0.055,0.062,0.062,0.05,0.04,0.04,0.038,0.052,0.04,0.052,0.045,0.043,0.03,0.075,0.063,0.057,0.053,0.046,0.054,0.049,0.057,0.041,0.048
2020-10-27 11:00,0.04,0.141,0.039,0.084,0.053,0.049,0.059,0.039,0.054,0.056,0.047,0.064,0.017,0.038,0.04,0.03,0.094,0.033,0.038,0.03,0.048,0.041,0.107,0.037,0.036,0.042,0.054,0.054,0.049,0.052,0.036,0.05,0.036,0.034,0.073,0.052,0.044,0.047,0.05,0.044,0.055,0.062,0.062,0.05,0.041,0.041,0.038,0.052,0.04,0.052,0.045,0.043,0.03,0.075,0.063,0.058,0.053,0.046,0.055,0.049,0.059,0.041,0.048
2020-10-27 12:00,0.038,0.14,0.04,0.083,0.052,0.049,0.06,0.038,0.054,0.055,0.047,0.064,0.018,0.038,0.039,0.03,0.094,0.032,0.04,0.03,0.048,0.042,0.108,0.037,0.037,0.041,0.054,0.054,0.05,0.052,0.036,0.049,0.035,0.034,0.073,0.052,0.045,0.048,0.05,0.044,0.056,0.063,0.062,0.051,0.041,0.041,0.039,0.052,0.039,0.051,0.047,0.043,0.03,0.075,0.063,0.058,0.052,0.046,0.056,0.048,0.058,0.042,0.049
2020-10-27 13:00,0.038,0.14,0.039,0.084,0.053,0.049,0.058,0.039,0.057,0.055,0.049,0.064,0.018,0.038,0.04,0.031,0.095,0.033,0.041,0.03,0.048,0.04,0.108,0.037,0.037,0.042,0.054,0.054,0.049,0.052,0.036,0.048,0.037,0.035,0.073,0.053,0.045,0.047,0.05,0.045,0.055,0.063,0.062,0.051,0.041,0.04,0.038,0.051,0.04,0.053,0.046,0.043,0.03,0.075,0.063,0.058,0.053,0.045,0.055,0.048,0.059,0.041,0.049
2020-10-27 14:00,0.04,0.141,0.039,0.084,0.052,0.051,0.059,0.039,0.056,0.056,0.048,0.063,0.018,0.039,0.039,0.031,0.095,0.033,0.041,0.03,0.049,0.041,0.107,0.037,0.037,0.043,0.054,0.054,0.049,0.052,0.035,0.049,0.036,0.034,0.074,0.052,0.045,0.047,0.051,0.045,0.056,0.063,0.062,0.051,0.041,0.04,0.039,0.052,0.039,0.051,0.046,0.043,0.03,0.075,0.063,0.057,0.053,0.045,0.054,0.049,0.058,0.042,0.049
2020-10-27 15:00,0.04,0.142,0.039,0.083,0.052,0.05,0.057,0.037,0.057,0.055,0.048,0.066,0.018,0.038,0.038,0.031,0.095,0.032,0.039,0.03,0.048,0.041,0.108,0.037,0.037,0.043,0.054,0.054,0.05,0.052,0.035,0.05,0.035,0.034,0.074,0.051,0.044,0.045,0.051,0.044,0.055,0.063,0.062,0.052,0.041,0.041,0.038,0.051,0.04,0.051,0.046,0.042,0.03,0.075,0.063,0.057,0.053,0.045,0.054,0.048,0.058,0.039,0.048
2020-10-27 16:00,0.04,0.142,0.039,0.083,0.052,0.05,0.058,0.039,0.056,0.055,0.049,0.064,0.018,0.038,0.038,0.031,0.094,0.033,0.041,0.03,0.048,0.041,0.107,0.037,0.037,0.042,0.054,0.053,0.05,0.052,0.035,0.05,0.034,0.035,0.074,0.051,0.045,0.046,0.051,0.045,0.056,0.063,0.062,0.052,0.041,0.041,0.038,0.051,0.04,0.051,0.045,0.043,0.03,0.075,0.063,0.057,0.053,0.046,0.054,0.048,0.058,0.041,0.047
2020-10-27 17:00,0.04,0.142,0.039,0.084,0.051,0.05,0.059,0.039,0.055,0.056,0.048,0.064,0.017,0.038,0.039,0.03,0.094,0.033,0.039,0.03,0.048,0.041,0.106,0.036,0.037,0.043,0.054,0.053,0.048,0.052,0.035,0.049,0.035,0.034,0.073,0.052,0.044,0.047,0.05,0.044,0.056,0.062,0.062,0.05,0.04,0.04,0.038,0.05,0.04,0.051,0.046,0.042,0.031,0.075,0.062,0.057,0.052,0.045,0.053,0.049,0.057,0.039,0.049
2020-10-27 18:00,0.039,0.141,0.038,0.086,0.052,0.049,0.057,0.038,0.052,0.056,0.048,0.064,0.018,0.038,0.038,0.03,0.093,0.032,0.039,0.03,0.048,0.041,0.105,0.036,0.036,0.041,0.054,0.053,0.049,0.052,0.036,0.048,0.034,0.035,0.074,0.052,0.045,0.045,0.049,0.044,0.056,0.062,0.062,0.05,0.04,0.041,0.038,0.05,0.04,0.05,0.044,0.043,0.031,0.074,0.064,0.057,0.052,0.045,0.054,0.049,0.058,0.04,0.05
2020-10-27 19:00,0.039,0.14,0.039,0.085,0.053,0.05,0.058,0.038,0.054,0.055,0.048,0.063,0.018,0.038,0.038,0.029,0.093,0.033,0.038,0.029,0.047,0.041,0.105,0.036,0.035,0.041,0.054,0.053,0.048,0.051,0.035,0.048,0.035,0.034,0.073,0.051,0.044,0.045,0.049,0.044,0.056,0.062,0.062,0.05,0.039,0.04,0.038,0.049,0.041,0.05,0.044,0.042,0.029,0.075,0.063,0.057,0.052,0.045,0.053,0.049,0.057,0.04,0.049
2020-10-27 20:00,0.04,0.139,0.039,0.085,0.05,0.05,0.056,0.037,0.053,0.055,0.047,0.065,0.018,0.038,0.039,0.03,0.094,0.032,0.038,0.03,0.047,0.041,0.103,0.037,0.037,0.043,0.054,0.051,0.05,0.052,0.035,0.048,0.035,0.034,0.073,0.051,0.045,0.045,0.049,0.044,0.058,0.061,0.061,0.05,0.04,0.042,0.038,0.049,0.041,0.049,0.044,0.042,0.029,0.076,0.063,0.057,0.052,0.045,0.054,0.049,0.057,0.039,0.05
2020-10-27 21:00,0.04,0.138,0.039,0.084,0.051,0.049,0.057,0.038,0.051,0.055,0.047,0.066,0.018,0.037,0.039,0.03,0.093,0.032,0.038,0.03,0.048,0.041,0.105,0.036,0.037,0.045,0.053,0.052,0.05,0.052,0.036,0.048,0.035,0.034,0.073,0.05,0.045,0.045,0.051,0.044,0.057,0.061,0.061,0.051,0.04,0.041,0.039,0.049,0.042,0.049,0.043,0.043,0.03,0.074,0.063,0.057,0.052,0.045,0.053,0.049,0.056,0.039,0.049
2020-10-27 22:00,0.038,0.138,0.038,0.084,0.051,0.048,0.057,0.038,0.054,0.056,0.046,0.063,0.018,0.037,0.039,0.029,0.094,0.032,0.038,0.03,0.047,0.041,0.104,0.037,0.036,0.042,0.053,0.052,0.049,0.052,0.035,0.049,0.035,0.036,0.073,0.051,0.044,0.044,0.051,0.044,0.059,0.061,0.062,0.05,0.04,0.041,0.038,0.05,0.042,0.048,0.044,0.044,0.03,0.075,0.063,0.057,0.052,0.046,0.053,0.049,0.057,0.04,0.05
2020-10-27 23:00,0.04,0.138,0.038,0.085,0.051,0.05,0.058,0.038,0.055,0.055,0.047,0.064,0.019,0.038,0.04,0.03,0.094,0.033,0.037,0.03,0.047,0.041,0.104,0.037,0.036,0.042,0.054,0.053,0.049,0.051,0.035,0.048,0.035,0.034,0.074,0.051,0.045,0.045,0.05,0.044,0.058,0.061,0.062,0.049,0.039,0.041,0.037,0.05,0.042,0.048,0.043,0.043,0.03,0.075,0.063,0.057,0.051,0.044,0.053,0.049,0.058,0.039,0.05
2020-10-28 00:00,0.039,0.138,0.039,0.083,0.051,0.049,0.057,0.038,0.053,0.055,0.047,0.063,0.018,0.038,0.038,0.029,0.093,0.032,0.038,0.03,0.047,0.042,0.103,0.037,0.036,0.043,0.055,0.053,0.05,0.051,0.036,0.047,0.035,0.034,0.073,0.05,0.044,0.044,0.051,0.044,0.055,0.061,0.061,0.051,0.04,0.041,0.037,0.05,0.042,0.049,0.044,0.042,0.029,0.075,0.064,0.057,0.051,0.045,0.054,0.048,0.057,0.04,0.049
2020-10-28 01:00,0.039,0.138,0.038,0.084,0.051,0.049,0.058,0.038,0.055,0.057,0.047,0.063,0.018,0.038,0.039,0.029,0.093,0.033,0.037,0.029,0.048,0.042,0.102,0.037,0.036,0.043,0.054,0.053,0.048,0.051,0.035,0.048,0.035,0.034,0.073,0.049,0.044,0.046,0.052,0.044,0.055,0.061,0.062,0.05,0.039,0.041,0.038,0.05,0.043,0.046,0.044,0.042,0.03,0.075,0.063,0.057,0.051,0.046,0.052,0.049,0.057,0.04,0.05
2020-10-28 02:00,0.039,0.137,0.038,0.085,0.051,0.049,0.056,0.038,0.057,0.056,0.047,0.064,0.018,0.038,0.039,0.029,0.093,0.031,0.037,0.03,0.047,0.042,0.102,0.036,0.035,0.043,0.054,0.053,0.048,0.051,0.036,0.048,0.036,0.033,0.073,0.05,0.045,0.045,0.05,0.043,0.056,0.061,0.063,0.049,0.04,0.042,0.037,0.049,0.044,0.048,0.044,0.042,0.03,0.075,0.062,0.057,0.052,0.044,0.053,0.048,0.056,0.04,0.05
2020-10-28 03:00,0.039,0.138,0.039,0.084,0.05,0.048,0.056,0.038,0.052,0.055,0.047,0.064,0.018,0.038,0.039,0.03,0.093,0.033,0.037,0.03,0.047,0.041,0.102,0.037,0.036,0.042,0.055,0.053,0.049,0.052,0.035,0.048,0.035,0.034,0.074,0.05,0.045,0.046,0.05,0.044,0.055,0.061,0.061,0.05,0.039,0.041,0.038,0.049,0.044,0.048,0.043,0.042,0.03,0.075,0.063,0.057,0.052,0.044,0.053,0.048,0.056,0.04,0.049
2020-10-28 04:00,0.039,0.137,0.038,0.085,0.05,0.049,0.056,0.038,0.052,0.057,0.047,0.064,0.018,0.038,0.038,0.029,0.093,0.032,0.038,0.03,0.047,0.041,0.102,0.036,0.035,0.043,0.055,0.052,0.049,0.051,0.035,0.047,0.035,0.033,0.073,0.05,0.044,0.046,0.05,0.044,0.057,0.062,0.062,0.052,0.039,0.041,0.037,0.05,0.043,0.047,0.045,0.042,0.03,0.075,0.063,0.057,0.052,0.045,0.053,0.049,0.057,0.04,0.049
2020-10-28 05:00,0.039,0.136,0.039,0.085,0.051,0.048,0.056,0.038,0.055,0.056,0.046,0.063,0.018,0.037,0.039,0.029,0.093,0.031,0.036,0.03,0.048,0.04,0.102,0.037,0.035,0.042,0.054,0.053,0.049,0.051,0.036,0.048,0.036,0.034,0.073,0.051,0.044,0.046,0.049,0.044,0.053,0.06,0.062,0.05,0.04,0.041,0.038,0.049,0.044,0.047,0.044,0.042,0.03,0.074,0.062,0.057,0.052,0.045,0.053,0.049,0.058,0.041,0.049
2020-10-28 06:00,0.04,0.138,0.039,0.085,0.051,0.049,0.056,0.038,0.055,0.056,0.047,0.063,0.017,0.038,0.037,0.029,0.093,0.032,0.036,0.03,0.048,0.041,0.102,0.037,0.035,0.044,0.054,0.053,0.05,0.052,0.036,0.048,0.035,0.034,0.074,0.05,0.045,0.045,0.05,0.043,0.055,0.061,0.062,0.05,0.04,0.041,0.037,0.049,0.043,0.049,0.044,0.042,0.029,0.074,0.064,0.057,0.051,0.044,0.052,0.049,0.057,0.041,0.049
2020-10-28 07:00,0.039,0.137,0.039,0.084,0.05,0.048,0.056,0.038,0.052,0.056,0.046,0.065,0.018,0.038,0.038,0.028,0.093,0.032,0.037,0.03,0.047,0.041,0.103,0.037,0.036,0.043,0.054,0.054,0.049,0.052,0.036,0.048,0.037,0.034,0.073,0.05,0.045,0.045,0.05,0.044,0.056,0.061,0.062,0.049,0.039,0.042,0.037,0.05,0.044,0.049,0.044,0.043,0.03,0.074,0.063,0.057,0.052,0.045,0.052,0.048,0.057,0.04,0.05
2020-10-28 08:00,0.04,0.138,0.039,0.083,0.053,0.049,0.058,0.038,0.054,0.056,0.047,0.064,0.018,0.038,0.038,0.03,0.094,0.033,0.038,0.03,0.047,0.041,0.104,0.036,0.036,0.043,0.054,0.054,0.049,0.051,0.037,0.048,0.036,0.034,0.074,0.05,0.045,0.044,0.049,0.044,0.056,0.061,0.062,0.051,0.04,0.042,0.038,0.051,0.041,0.05,0.045,0.042,0.029,0.075,0.063,0.057,0.052,0.045,0.053,0.049,0.057,0.041,0.049
2020-10-28 09:00,0.041,0.138,0.039,0.083,0.054,0.05,0.058,0.037,0.053,0.055,0.047,0.063,0.018,0.038,0.04,0.029,0.094,0.033,0.039,0.03,0.048,0.04,0.105,0.037,0.037,0.042,0.054,0.054,0.05,0.052,0.035,0.048,0.035,0.034,0.074,0.051,0.045,0.045,0.051,0.044,0.053,0.061,0.063,0.05,0.04,0.041,0.038,0.051,0.041,0.052,0.045,0.042,0.029,0.076,0.064,0.058,0.053,0.045,0.052,0.048,0.057,0.042,0.05
2020-10-28 10:00,0.039,0.14,0.039,0.084,0.052,0.05,0.06,0.038,0.052,0.056,0.047,0.063,0.018,0.038,0.039,0.03,0.094,0.033,0.04,0.03,0.048,0.04,0.107,0.037,0.037,0.043,0.054,0.054,0.051,0.052,0.035,0.05,0.035,0.034,0.073,0.052,0.045,0.047,0.05,0.044,0.058,0.062,0.062,0.051,0.041,0.041,0.039,0.051,0.04,0.051,0.046,0.043,0.03,0.075,0.063,0.057,0.053,0.046,0.054,0.048,0.057,0.042,0.049
2020-10-28 11:00,0.039,0.14,0.039,0.084,0.053,0.051,0.06,0.039,0.054,0.057,0.047,0.063,0.018,0.038,0.039,0.03,0.094,0.032,0.04,0.03,0.048,0.041,0.107,0.037,0.036,0.042,0.054,0.054,0.049,0.052,0.035,0.049,0.035,0.034,0.073,0.052,0.045,0.045,0.05,0.044,0.056,0.063,0.063,0.05,0.04,0.042,0.038,0.051,0.041,0.052,0.047,0.043,0.03,0.075,0.063,0.058,0.053,0.045,0.055,0.047,0.057,0.041,0.049
2020-10-28 12:00,0.039,0.141,0.039,0.086,0.051,0.087,0.06,0.039,0.055,0.056,0.048,0.063,0.018,0.038,0.04,0.031,0.095,0.033,0.04,0.03,0.048,0.042,0.108,0.037,0.037,0.041,0.054,0.053,0.048,0.051,0.036,0.049,0.036,0.034,0.074,0.053,0.045,0.047,0.05,0.045,0.055,0.062,0.062,0.051,0.04,0.041,0.038,0.052,0.04,0.052,0.045,0.043,0.03,0.076,0.063,0.057,0.054,0.044,0.055,0.047,0.06,0.041,0.049
2020-10-28 13:00,0.039,0.141,0.039,0.086,0.053,0.051,0.06,0.037,0.056,0.055,0.048,0.063,0.018,0.038,0.039,0.03,0.095,0.033,0.039,0.03,0.049,0.041,0.107,0.037,0.037,0.043,0.054,0.054,0.05,0.052,0.036,0.049,0.035,0.034,0.074,0.053,0.045,0.047,0.049,0.044,0.057,0.063,0.061,0.052,0.04,0.041,0.038,0.051,0.039,0.053,0.046,0.042,0.03,0.074,0.063,0.057,0.053,0.047,0.055,0.047,0.058,0.04,0.048
2020-10-28 14:00,0.04,0.141,0.039,0.085,0.052,0.051,0.058,0.039,0.055,0.056,0.048,0.063,0.017,0.038,0.039,0.03,0.095,0.032,0.039,0.03,0.048,0.041,0.105,0.037,0.036,0.041,0.054,0.054,0.049,0.052,0.036,0.05,0.036,0.033,0.073,0.052,0.045,0.046,0.05,0.043,0.054,0.062,0.062,0.051,0.041,0.041,0.038,0.05,0.04,0.053,0.046,0.043,0.031,0.075,0.063,0.057,0.054,0.045,0.054,0.048,0.059,0.041,0.05
2020-10-28 15:00,0.039,0.14,0.039,0.085,0.053,0.05,0.059,0.038,0.058,0.055,0.049,0.064,0.018,0.038,0.04,0.029,0.094,0.032,0.04,0.03,0.049,0.04,0.105,0.037,0.036,0.043,0.054,0.053,0.049,0.051,0.035,0.049,0.036,0.034,0.073,0.052,0.045,0.046,0.051,0.044,0.054,0.062,0.061,0.05,0.04,0.04,0.038,0.051,0.04,0.051,0.045,0.042,0.03,0.075,0.062,0.057,0.054,0.045,0.053,0.047,0.057,0.041,0.049
2020-10-28 16:00,0.039,0.141,0.039,0.084,0.051,0.05,0.057,0.039,0.053,0.055,0.048,0.063,0.018,0.038,0.04,0.029,0.094,0.032,0.039,0.029,0.048,0.04,0.107,0.036,0.036,0.042,0.054,0.053,0.049,0.052,0.036,0.049,0.036,0.035,0.074,0.052,0.045,0.046,0.051,0.044,0.057,0.063,0.061,0.05,0.04,0.041,0.038,0.049,0.04,0.05,0.046,0.043,0.03,0.074,0.063,0.057,0.053,0.046,0.054,0.048,0.057,0.041,0.049
